ID	Pos	Prediction	Prob_methylation
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502752	0	0.1621034590408923
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502750	0	0.041931319736462455
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502735	0	0.49939245262344834
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502715	0	0.041931319736462455
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502692	1	0.5075393971891982
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502680	0	0.02420789012675532
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502678	0	0.02420789012675532
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502671	0	0.20407492319286416
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502669	0	0.3934537223979306
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502659	1	0.5075393971891982
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502650	0	0.30074942550335015
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502648	0	0.31665672245389276
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502623	1	0.5075393971891982
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502606	0	0.33236264985486186
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502597	1	0.5075393971891982
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502595	1	0.5075393971891982
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502592	1	0.5075393971891982
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502579	1	0.5075393971891982
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502560	1	0.5075393971891982
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502552	0	0.20407492319286416
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502539	1	0.5075393971891982
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502531	1	0.5075393971891982
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502524	1	0.5075393971891982
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502512	1	0.5075393971891982
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502506	1	0.5075393971891982
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502500	1	0.5075393971891982
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502480	0	0.20407492319286416
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502476	0	0.20407492319286416
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502464	1	0.5075393971891982
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502461	1	0.5075393971891982
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502459	0	0.49939245262344834
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502455	1	0.5075393971891982
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502453	0	0.49939245262344834
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502449	1	0.5075393971891982
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502445	0	0.49939245262344834
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502441	0	0.30074942550335015
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502429	1	0.5075393971891982
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502423	1	0.5075393971891982
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502420	1	0.5075393971891982
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502408	1	0.5075393971891982
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502397	0	0.33236264985486186
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502390	0	0.49939245262344834
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502373	1	0.5075393971891982
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3502363	1	0.5075393971891982
