ID	Pos	Strand	Score
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508574	-	2.42040765723572
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508561	-	1.5232409384963
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508531	-	-0.217320262535956
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508516	-	0.516021603222905
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508506	-	-1.59495196087317
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508490	-	0.598701898619282
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508468	-	1.11352260444419
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508455	-	2.85543073478706
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508450	-	3.09067516912032
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508446	-	3.64379694365318
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508422	-	-0.386128658419134
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508410	-	1.11953013029754
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508403	-	2.31286508112687
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508380	-	3.54278492397848
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508378	-	2.42237767242774
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508373	-	2.49395890416412
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508363	-	2.08199154244914
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508348	-	1.22869102369623
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508333	-	0.222451665013105
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508331	-	-0.443470387936228
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508322	-	1.21246976345111
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508310	-	3.16903555886809
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508305	-	2.97455261345401
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508300	-	2.72832583776276
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508286	-	-0.0375806951047569
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508273	-	3.46781221081848
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508252	-	2.441711070898
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508244	-	-0.100431338475988
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	3508231	-	-0.461078535957897
