ID	Chr	Pos	Strand	Score
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3508082	-	-4.05970652765022
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3508066	-	-2.76436750941488
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3508052	-	-3.65692951821761
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3508050	-	-4.22171184140686
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3508048	-	-2.79842669182478
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3508042	-	-3.262615024225
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3508030	-	-4.19513531952177
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3508012	-	-1.38016351818569
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507991	-	-3.02267234828561
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507985	-	-3.68189404701909
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507982	-	-4.72456041280228
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507980	-	-4.45781381001387
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507976	-	-3.8338764268079
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507967	-	-3.32134317197289
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507958	-	-3.62680789654479
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507938	-	-3.50455103232008
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507934	-	-5.03357304658234
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507927	-	-3.72157741716907
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507920	-	-3.54561531811319
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507908	-	-3.88187195242722
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507903	-	-0.160528472708931
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507901	-	-2.06637933173736
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507897	-	-4.08257721058038
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507882	-	-4.58928756781687
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507880	-	-3.62177027101451
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507869	-	-3.73144814306532
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507857	-	-4.73238127651378
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507855	-	-4.74408477210199
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507852	-	-3.83869860350975
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507832	-	-3.31602627119458
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507791	-	-0.0428600249156996
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507783	-	-5.4771862109982
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507760	-	-4.17732459537851
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507741	-	-3.97636072390789
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507687	-	-4.68918162554912
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507671	-	-3.68687198171566
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507643	-	-4.23493774772473
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	3507640	-	-0.683289041575157
